Detailed Statistics Cancellation  
Origin Airport: Denver, CO: Denver International (DEN)
Airline: American Airlines Inc. (AA)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021 and 2022

Carrier Code,Date (MM/DD/YYYY),Flight_Number,Tail Number,Destination Airport
"AA","09/10/2005","1398","","DFW"
"AA","09/15/2005","0532","","DFW"
"AA","09/15/2005","1272","","DFW"
"AA","09/20/2005","1860","","MIA"
"AA","10/10/2005","0348","","DFW"
"AA","10/10/2005","0718","","ORD"
"AA","10/10/2005","1058","","DFW"
"AA","10/10/2005","1126","","DFW"
"AA","10/10/2005","1272","","DFW"
"AA","10/10/2005","1432","","ORD"
"AA","10/10/2005","1519","","LAX"
"AA","10/10/2005","1784","","ORD"
"AA","10/10/2005","2080","","DFW"
"AA","10/10/2005","2261","","LAX"
"AA","10/14/2005","1519","","LAX"
"AA","10/16/2005","0718","","ORD"
"AA","10/24/2005","1860","","MIA"
"AA","10/25/2005","1860","","MIA"
"AA","10/31/2005","0348","","DFW"
"AA","10/31/2005","1272","","DFW"
"AA","11/03/2005","0416","","DFW"
"AA","11/15/2005","1492","","ORD"
"AA","12/07/2005","0416","","DFW"
"AA","12/07/2005","1220","","DFW"
"AA","12/07/2005","1272","","DFW"
"AA","12/07/2005","1398","","DFW"
"AA","12/07/2005","2092","","DFW"
"AA","12/07/2005","2462","","DFW"
"AA","12/08/2005","1432","","ORD"
"AA","12/08/2005","1784","","ORD"
"AA","12/14/2005","1432","","ORD"
"AA","12/14/2005","1956","","ORD"
"AA","12/17/2005","1194","","DFW"
"AA","01/13/2006","1784","","ORD"
"AA","01/20/2006","1784","","ORD"
"AA","02/06/2006","1361","","LAX"
"AA","02/13/2006","1058","","DFW"
"AA","02/16/2006","0362","","ORD"
"AA","02/16/2006","1784","","ORD"
"AA","02/18/2006","1194","","DFW"
"AA","02/18/2006","1406","","DFW"
"AA","03/01/2006","1228","","DFW"
"AA","03/06/2006","0416","","DFW"
"AA","03/07/2006","1170","","DFW"
"AA","03/07/2006","1503","","DFW"
"AA","03/08/2006","1228","","DFW"
"AA","03/16/2006","0818","","ORD"
"AA","03/19/2006","1924","","DFW"
"AA","03/20/2006","1058","","DFW"
"AA","03/20/2006","1503","","DFW"
"AA","03/21/2006","2261","","LAX"
"AA","03/28/2006","1058","","DFW"
"AA","04/02/2006","0818","","ORD"
"AA","04/14/2006","1194","","DFW"
"AA","04/15/2006","1356","","DFW"
"AA","04/16/2006","0706","","ORD"
"AA","04/16/2006","1055","","LAX"
"AA","04/22/2006","1338","","DFW"
"AA","04/28/2006","0420","","DFW"
"AA","04/28/2006","1338","","DFW"
"AA","04/28/2006","2056","","DFW"
"AA","04/29/2006","1906","","DFW"
"AA","04/30/2006","1492","","ORD"
"AA","05/05/2006","1566","","DFW"
"AA","05/17/2006","2056","","DFW"
"AA","05/18/2006","1860","","MIA"
